id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,occupancy_rate,estimated_monthly_revenue
6402811,"Downtown Luxury House, Great Outdoor Spaces Await!",319913,District 19,36.1712976,-86.7927836,Entire home/apt,,2,44,0.36,315,0.012,
6424881,River home in park like setting.,33524311,District 7,36.22284923261043,-86.71221645991139,Private room,90.0,1,204,1.67,352,0.05566666666666666,146.95999999999998
6446261,Eclectic East Nashville Cottage,11376666,District 5,36.20205,-86.74255,Entire home/apt,105.0,3,432,3.58,347,0.11933333333333333,362.3258333333333
6446687,Luxurious Downtown-2 bed 2 bath Corner 2M,24241984,District 19,36.1563,-86.76467,Entire home/apt,307.0,2,90,0.76,262,0.025333333333333333,169.8051111111111
6451379,"Prime Location, Rooftop Deck, Walk to Nightlife!",319913,District 19,36.14862823,-86.78660583,Entire home/apt,,2,35,0.31,298,0.010333333333333333,
6453387,Luxury at Landmark,33700529,District 27,36.06974,-86.72326,Entire home/apt,158.0,30,94,0.77,365,0.025666666666666667,123.34972222222224
6506269,The Highland House East Nashville!,34012010,District 8,36.22347,-86.75872,Entire home/apt,84.0,3,284,2.33,55,0.07766666666666668,29.90166666666667
6510181,"Convenient, Peaceful, and Pet-Friendly",19195893,District 26,36.07208,-86.75235,Entire home/apt,192.0,45,18,0.15,230,0.005,18.400000000000002
6512317,"Plenty of Space, Private Entrance",20743408,District 4,36.01869,-86.72263,Entire home/apt,96.0,1,591,4.85,342,0.16166666666666665,442.31999999999994
6560581,East Nashville Guesthouse with a Relaxed Style,22459665,District 6,36.18296,-86.74295,Entire home/apt,108.0,2,608,5.32,88,0.17733333333333334,140.448
6561061,Double Decker 3-Story Home - Full Backyard & 360 R,34316903,District 19,36.17242,-86.79699,Entire home/apt,413.0,2,226,1.87,169,0.06233333333333334,362.5566388888889
6570571,Walk your dog to 5 Points; 3 mins drive downtown!,34366380,District 6,36.17897,-86.74688,Entire home/apt,107.0,1,382,3.16,323,0.10533333333333333,303.3687777777778
6575499,Central Nashville Escape with Secluded Forest Deck,1155456,District 23,36.12809,-86.87635,Entire home/apt,159.0,1,332,2.75,356,0.09166666666666666,432.39166666666665
6584689,Downtown Music city House of Fame,1554315,District 21,36.15932,-86.82805,Entire home/apt,,2,82,0.68,311,0.02266666666666667,
6600619,"Walkable WeHo Getaway—Near Cafés, Bars & Downtown!",32601852,District 17,36.13759,-86.77366,Entire home/apt,160.0,2,349,2.93,314,0.09766666666666667,408.8977777777778
6644226,Romantic Cottage with Hot Tub Close to Downtown,8973736,District 5,36.1905,-86.77005,Entire home/apt,175.0,2,401,3.32,269,0.11066666666666666,434.1361111111111
6645502,10th Ave Lush Brownstone with Skyline Views & Rooftop Patio,22933775,District 19,36.17316,-86.79754,Entire home/apt,402.0,2,302,2.51,268,0.08366666666666665,751.1593333333332
6646825,Prime Location Riverfront Condo Downtown,6090673,District 19,36.1705,-86.78028,Entire home/apt,,1,325,2.73,191,0.091,
6661949,Beautiful River Retreat Studio Apt,34870571,District 7,36.2438,-86.70892,Entire home/apt,92.0,2,486,3.98,315,0.13266666666666665,320.39
6663109,Beautiful River Retreat Sanctuary in Nashvillle,34870571,District 7,36.24228,-86.709,Entire home/apt,204.0,3,120,1.1,323,0.03666666666666667,201.33666666666667
6688975,SURROUNDED BY DOZENS OF MIDTOWN BARS ON BROADWAY!,30949285,District 19,36.15062,-86.79642,Entire home/apt,104.0,2,822,6.8,307,0.22666666666666666,603.0844444444443
6694206,The Studio  at Cleveland Park 2 bed 2 bath,35042945,District 5,36.1887,-86.76924,Entire home/apt,133.0,1,125,1.02,134,0.034,50.495666666666665
6700201,"Large Studio w/ Washer, Dryer, Gas Range, Vintage",33388902,District 13,36.1097,-86.70947,Entire home/apt,63.0,30,60,0.49,82,0.01633333333333333,7.031499999999999
6703006,Southern Charm on the East Side! Pets are welcome,33357920,District 7,36.20403,-86.71687,Entire home/apt,193.0,1,304,2.51,281,0.08366666666666665,378.12452777777776
6703990,12 South Perfect for Big Groups Downtown Broadway,2275056,District 17,36.13202,-86.78218,Entire home/apt,538.0,1,205,1.75,344,0.058333333333333334,899.6555555555557
6710477,*NEW RENO*Cozy Chic Loft-Near Downtown & HotSpots!,1732661,District 5,36.19901,-86.74235,Entire home/apt,143.0,3,208,1.72,145,0.05733333333333333,99.06722222222223
6712123,*FRESH New Reno*Near HOTspots & Downtown/Fire-pit+,1732661,District 5,36.19822,-86.74168,Entire home/apt,,4,173,1.42,145,0.04733333333333333,
6724955,Tranquil Studio Flat in Donelson,31620313,District 14,36.18618,-86.64244,Entire home/apt,95.0,2,266,2.18,270,0.07266666666666667,155.32500000000002
6747666,Cumberland Cottage,31485611,District 15,36.24133,-86.70888,Entire home/apt,372.0,3,24,0.31,328,0.010333333333333333,105.06933333333333
6749535,RiverHaven,33524311,District 7,36.22275056076988,-86.71280209470808,Private room,179.0,2,24,0.2,352,0.006666666666666667,35.004444444444445
6852100,Urban Retreat in Historic Neighborhood (🐶 welcome),3968661,District 17,36.1279,-86.77452,Entire home/apt,293.0,2,443,3.69,172,0.123,516.5590000000001
6902565,Best view in Nashville  of 4th of July fireworks!,36170463,District 6,36.16998,-86.75349,Entire home/apt,449.0,3,210,1.86,306,0.062000000000000006,709.869
6923906,Cozy Inglewood Residence,35908456,District 7,36.20995,-86.71823,Entire home/apt,,30,0,,76,0.5,
6975795,Violet Cottage,36435304,District 5,36.187771173060426,-86.76446716800339,Private room,70.0,2,16,3.87,330,0.129,248.32500000000002
7074838,"Lovely, Calming East Nashville Home!",1476255,District 7,36.20239,-86.71331,Entire home/apt,,28,69,0.58,0,0.01933333333333333,
7092123,Cash Presley & Beatles Loved It -Pool 4/1 &Parking,37171756,District 19,36.15135,-86.79289,Entire home/apt,167.0,2,578,4.78,197,0.15933333333333335,436.8256111111112
7111921,Music City Suite w/ private entrance + bathroom,31306622,District 9,36.26075,-86.70752,Entire home/apt,72.0,1,341,4.51,166,0.15033333333333332,149.732
7206598,Historic East Nashville,35210049,District 6,36.18127,-86.74675,Entire home/apt,,1,141,1.48,0,0.04933333333333333,
7221835,The Swiftie|Sleeps 6 | Pool |Views |Near Broadway,28196034,District 19,36.17513656616211,-86.78157806396484,Entire home/apt,,2,347,2.91,136,0.097,
7291013,Bedroom & bathroom in shared East Nashville home,2765736,District 8,36.22692,-86.73055,Private room,78.0,1,940,7.89,52,0.263,88.894
7329327,Scenic Sunny Private Studio Apartment,38395169,District 8,36.26438,-86.73201,Entire home/apt,81.0,30,158,1.54,218,0.051333333333333335,75.537
7360288,Quiet Guesthouse on the edge of downtown Nashville,858468,District 24,36.15089,-86.83676,Entire home/apt,112.0,1,584,4.86,251,0.162,379.51200000000006
7367968,Luxe 3 BR Stunner - Sleeps 10,34695981,District 17,36.13817,-86.77228,Entire home/apt,187.0,2,258,2.17,330,0.07233333333333333,371.9741666666667
7369047,Modern Luxury minutes from downtown,38614329,District 20,36.15624,-86.8458,Entire home/apt,262.0,1,23,3.88,143,0.12933333333333333,403.8002222222222
7380837,5* Cutie has it all!,38664462,District 15,36.17192,-86.66714,Entire home/apt,130.0,3,315,2.65,341,0.08833333333333333,326.3180555555556
7383966,"5 mins to Downtown, Spacious 4bdrm 3.5bath",33933214,District 5,36.19071,-86.77257,Entire home/apt,392.0,2,173,1.47,314,0.049,502.6093333333334
7399827,Deck and king beds 1 mile to downtown free parking,21895643,District 17,36.13843,-86.78669,Entire home/apt,150.0,2,481,4.19,302,0.1396666666666667,527.2416666666668
7419176,2-Floor 2-Car 3-Bed Lg-Tm Townhome Sleeps Up to 12,6136502,District 4,36.03769,-86.74491,Entire home/apt,111.0,30,4,0.04,173,0.0013333333333333333,2.1336666666666666
7474432,The Donelson Suite - Opryland,39146220,District 15,36.17788,-86.68309,Private room,46.0,1,313,2.64,46,0.08800000000000001,15.517333333333335
7604137,"Historic East Nashville Cottage, 4 Mi to Broadway",34013549,District 6,36.18642,-86.72942,Entire home/apt,,2,32,0.29,103,0.009666666666666665,
7608787,Poplar Hollow Farmhouse,26945569,District 35,36.05468,-86.97141,Entire home/apt,155.0,1,274,2.28,296,0.076,290.5733333333333
7622494,Mediterranean Oasis and Heated Pool,34013549,District 17,36.12805,-86.78655,Entire home/apt,,2,6,0.06,362,0.002,
7665393,Long Term/Artsy Cozy Bedroom ONE PERSON,11044654,District 29,36.07787,-86.63751,Private room,32.0,30,156,1.3,236,0.043333333333333335,27.271111111111114
7680228,Private basement apartment winter special!,40229785,District 13,36.14532,-86.63497,Entire home/apt,39.0,30,89,0.75,167,0.025,13.568750000000001
7688877,Apartment walking distance to Vandy!,40380908,District 24,36.13967,-86.82578,Entire home/apt,75.0,30,137,1.15,142,0.03833333333333333,34.02083333333333
7692199,Charming 12 South Studio,3530837,District 18,36.12643,-86.79299,Entire home/apt,104.0,2,308,2.57,237,0.08566666666666665,175.95933333333332
7735723,Beautiful Riverfront Condo near Heart of Downtown,40655596,District 19,36.17028,-86.7775,Entire home/apt,122.0,3,485,4.06,254,0.13533333333333333,349.4757777777778
7761551,City Escape - 2B & 2.5 BA @ WeHo,26113301,District 17,36.13686,-86.76609,Entire home/apt,214.0,3,219,1.86,54,0.062000000000000006,59.706
7771795,"Private,Charming Sylvan Park Guest Suite w Parking",4185313,District 24,36.14822,-86.83821,Entire home/apt,,1,669,5.64,288,0.188,
7799836,Charming Tudor w/ Parking for 2 near Downtown,7073590,District 6,36.1766,-86.743,Entire home/apt,252.0,1,407,3.43,330,0.11433333333333334,792.33
7805346,The Robertson -  Fab Urban Country,9596278,District 20,36.15647,-86.86794,Entire home/apt,129.0,1,657,5.48,325,0.18266666666666667,638.1916666666667
7823039,Music Row Cottage,40995602,District 17,36.13771,-86.79408,Entire home/apt,177.0,3,182,1.58,312,0.05266666666666667,242.372
7837790,Polished Rooftop Loft near Downtown,34273856,District 17,36.1492,-86.76625,Entire home/apt,106.0,2,236,1.98,260,0.066,151.58000000000004
7860065,Sunshine Daydream Studio (Near Opry and Downtown),293488,District 15,36.1655,-86.6828,Entire home/apt,101.0,2,499,4.17,256,0.13899999999999998,299.4986666666666
7868621,The Nashville Way,41469573,District 1,36.224894107231606,-86.83074217835843,Entire home/apt,,2,14,0.12,365,0.004,
7899142,Modern Loft At 5 Points Walkable!,584791,District 6,36.17529,-86.74597,Entire home/apt,92.0,2,522,4.69,339,0.15633333333333335,406.3103333333334
7899983,Downtown Condo on the River! Walk to Broadway!,41653950,District 19,36.1739,-86.78088,Entire home/apt,107.0,2,407,3.63,326,0.121,351.72683333333333
7914730,6 Minutes frm Downtown. Family Style 4 bdrm home.,20375611,District 2,36.20918,-86.79041,Entire home/apt,186.0,2,98,0.83,8,0.027666666666666666,3.4306666666666668
7922612,Cute and comfy house in East Nashville!,16715778,District 5,36.18009,-86.75848,Entire home/apt,74.0,2,371,3.14,341,0.10466666666666667,220.09655555555557
7967170,Cozy 1BR Near Vanderbilt & Belmont Universities,6855810,District 18,36.13031768798828,-86.80770111083984,Entire home/apt,76.0,30,63,0.53,274,0.017666666666666667,30.657555555555554
7984939,"Quaint Bungalow
Vandy/Hillsboro/Belmont",2347991,District 18,36.12861,-86.80127,Entire home/apt,109.0,4,326,2.75,25,0.09166666666666666,20.81597222222222
8017261,The Cozy Yellow Room at Bungalow Potter's,5478418,District 8,36.21517,-86.73259,Private room,96.0,2,152,1.29,269,0.043000000000000003,92.536
8035818,Hip Hillsboro II /12south/Belmont,457460890,District 18,36.11972,-86.79854,Entire home/apt,108.0,1,732,6.23,9,0.2076666666666667,16.821
8035950,Hip Hillsboro/12south/Belmont,457460890,District 18,36.11972,-86.79854,Entire home/apt,119.0,1,864,7.3,9,0.24333333333333332,21.717499999999998
8049698,*4 Bed * 2 Bath! 2 mi. to DOWNTOWn!,23940018,District 21,36.15605,-86.82202,Entire home/apt,,2,43,0.36,0,0.012,
8086958,Cozy Cabana in East Nashville with EV Charging,42705322,District 6,36.19349,-86.74374,Entire home/apt,85.0,2,288,2.46,26,0.082,15.101666666666667
8188686,Gorgeous Gulch home with skyline views!,43193876,District 19,36.14859,-86.78579,Entire home/apt,,2,106,0.9,325,0.030000000000000002,
8218822,East Near 5 Points. Vintage Curation. Pet Friendly,190175,District 6,36.17174,-86.75174,Entire home/apt,300.0,1,214,1.99,0,0.06633333333333333,0.0
8239061,Historic Home ~ 3 miles to Broadway!,6855810,District 18,36.13174057006836,-86.80770111083984,Entire home/apt,142.0,2,257,2.19,162,0.073,139.941
8271426,Modern comfort in 12 South.  Walk to  Belmont U,27181078,District 17,36.12852,-86.7883,Entire home/apt,214.0,3,283,2.38,315,0.07933333333333333,445.655
8385922,"Location! NashVegas Getaway! Lake, Airport & DT!",32275188,District 13,36.12972,-86.63917,Entire home/apt,124.0,3,344,2.93,263,0.09766666666666667,265.42544444444445
8410601,Stay Where The Stars Stay:All Our Guests Are STARS,39459587,District 15,36.19772,-86.68264,Entire home/apt,243.0,2,133,1.14,334,0.038,257.013
8497631,Head to the Grand Ole Opry from a Relaxing Garden Apartment,5118056,District 15,36.17688,-86.6883,Entire home/apt,94.0,2,572,4.89,281,0.16299999999999998,358.79016666666666
8523966,Feel at home in Music City,44883038,District 23,36.08681,-86.88386,Entire home/apt,207.0,1,49,0.41,226,0.013666666666666666,53.27949999999999
8538917,New Modern Studio x 7 Mins Dwtn,43965374,District 16,36.1261921,-86.7256216,Entire home/apt,104.0,2,15,4.41,350,0.147,445.9
8542398,Artsy Full Apt 15 min from Downtown,44972119,District 30,36.07776,-86.7109,Entire home/apt,81.0,1,366,3.11,315,0.10366666666666666,220.42125
8547609,Welcome to Lockeland Springs!  Hideaway apartment,44996221,District 6,36.17673110961914,-86.7452163696289,Entire home/apt,107.0,1,671,5.9,176,0.19666666666666668,308.6355555555556
8689506,Walk to Music Row Downtown Gulch,45624097,District 19,36.15117,-86.78744,Entire home/apt,125.0,28,165,1.4,314,0.04666666666666666,152.63888888888889
8690505,*Large Home(s) near Broadway*Nashville's Finest*,25162776,District 5,36.19228,-86.75877,Entire home/apt,,1,172,1.47,338,0.049,
8700154,Sun Soaked Apt in East Nashville,2450192,District 8,36.23525,-86.72872,Entire home/apt,,30,0,,0,0.5,
8718178,"Affordable extended stay rooms, open now!",22296,District 14,36.15764,-86.60482,Private room,32.0,30,1,0.01,365,0.0003333333333333333,0.3244444444444444
8734371,Armstrong Corset Lofts - 302,11556474,District 19,36.16363525390625,-86.78086853027344,Entire home/apt,,2,141,1.2,350,0.04,
8800840,East Nashville Luxury Townhome w/ Private Rooftop,8030951,District 6,36.17569,-86.75936,Entire home/apt,305.0,2,165,1.47,279,0.049,347.47125
8825862,East Nashville- less than 2 miles from Broadway,46229313,District 5,36.18159,-86.75306,Entire home/apt,230.0,2,300,2.91,311,0.097,578.2008333333334
8886777,Stylish Home in East Nashville at Five Points,10002073,District 6,36.17106,-86.75726,Entire home/apt,165.0,2,418,3.64,250,0.12133333333333333,417.0833333333333
8904707,Armstrong Corset Lofts - 303,11556474,District 19,36.16355514526367,-86.78103637695312,Entire home/apt,,2,197,1.68,350,0.056,
8983414,Designer Home in Music City,441439,District 24,36.14359,-86.82843,Entire home/apt,,3,45,0.39,307,0.013000000000000001,
8993928,Green Hills Guest Cottage,46979184,District 24,36.11761,-86.83347,Entire home/apt,122.0,1,399,3.6,283,0.12000000000000001,345.26
9004782,Inglewood/E Nashville Bungalo,47025351,District 7,36.21048,-86.73137,Entire home/apt,93.0,1,653,5.56,336,0.18533333333333332,482.60799999999995
9024984,The Lyric Loft NASHVILLE - Minutes from Lipscomb,42702311,District 25,36.10614,-86.79066,Entire home/apt,114.0,1,510,4.39,150,0.14633333333333332,208.52499999999998
9090089,Fabulous House steps from Belmont/12south <3,47398098,District 18,36.12789,-86.79728,Entire home/apt,241.0,1,436,4.49,53,0.14966666666666667,159.30769444444445
9118875,Opulence in Hillsboro Village,37730844,District 18,36.13658,-86.80451,Entire home/apt,,30,111,0.95,365,0.03166666666666666,
9185457,The Nashville Farmhouse-Hot Location-5 min dwntwn,6548754,District 6,36.16668,-86.74052,Entire home/apt,161.0,2,381,3.26,329,0.10866666666666666,479.66372222222225
9218062,*3 Bedroom Convenient home* Stay w/9yr SuperHost!*,47835130,District 16,36.10691,-86.73379,Entire home/apt,125.0,1,330,2.91,165,0.097,166.71875
9252931,East Retreat 1,48074960,District 6,36.18162,-86.74861,Entire home/apt,,2,132,1.14,348,0.038,
9260886,Cozy private home in E. Nashville near downtown!,4453728,District 6,36.17304,-86.7414,Entire home/apt,158.0,1,339,3.14,3,0.10466666666666667,4.134333333333333
9330812,"Comfortable, Cozy Spot Eastside & Downtown",48426584,District 6,36.16409,-86.75097,Entire home/apt,102.0,2,438,4.13,295,0.13766666666666666,345.19916666666666
9348884,East Retreat 3,48074960,District 6,36.18029,-86.74799,Entire home/apt,,2,139,1.35,319,0.045000000000000005,
9383218,Shelby House - Elegant East Nashville Home,48678705,District 6,36.17107,-86.74705,Entire home/apt,,3,142,1.29,357,0.043000000000000003,
9477068,"Private Music Studio Themed Suite, Sparkling Clean",49120662,District 31,36.02767,-86.70846,Entire home/apt,65.0,2,229,2.71,85,0.09033333333333333,41.59097222222222
9482455,Quiet convenient Long Term31+ days,16224774,District 13,36.13582,-86.63715,Private room,58.0,31,64,0.57,321,0.019,29.4785
9488800,The White House at 1600,23738553,District 9,36.23972,-86.66809,Entire home/apt,100.0,2,422,3.66,263,0.12200000000000001,267.3833333333334
9515715,West End /Sylvan Park,20047747,District 24,36.14275,-86.8388,Entire home/apt,,30,13,0.12,325,0.004,
9544821,Luxurious Downtown  2 bedroom 2 bath with views 1M,24241984,District 19,36.15814,-86.76628,Entire home/apt,298.0,2,93,0.87,280,0.029,201.64666666666668
